max_depth

20	0.5284596917834741
30	0.6587160226128708
50	0.7562921087276389
65	0.7650429799426934
70	0.7653527452954387
90	0.7692248122047549
96	0.7697669015720592
100	0.7691473708665686
110	0.7678308681174011
115	0.7701541082629908
116	0.7696894602338729
120 	0.770928521644854
125	0.7699217842484318
127	0.7737164098195617
128	0.7724773484085805
129	0.7696120188956865
130	0.7736389684813754
135	0.7697669015720592
140	0.7719352590412762
145	0.7710059629830404
150	0.7710834043212267
170	0.7733292031286301



300	0.7726322310849532
200	0.7706187562921087
